node_label,x_coord,y_coord,z_coord,f1_x_disp,f1_y_disp,f1_z_disp,f2_x_disp,f2_y_disp,f2_z_disp,f3_x_disp,f3_y_disp,f3_z_disp,f4_x_disp,f4_y_disp,f4_z_disp,f5_x_disp,f5_y_disp,f5_z_disp
1,0.0,0.0,0.5,-3.71686e-40,-3.74364e-40,-3.21934e-41,-7.43179e-40,-7.49101e-40,-1.11999e-40,-1.11883e-39,-1.11188e-39,-2.53515e-40,-1.49534e-39,-1.45701e-39,-4.60177e-40,-1.87633e-39,-1.76453e-39,-7.40403e-40
2,0.0,2.66667,0.5,-0.01224,0.00971067,0.122341,-0.0183685,0.012525,0.244048,-0.0202905,0.0057541,0.3865,-0.0174504,-0.0128551,0.545365,-0.00815618,-0.0462911,0.72073
5,2.66667,2.66667,0.5,0.000465564,0.0202097,0.18768,0.00800024,0.0284713,0.31619,0.0198808,0.0224007,0.469528,0.0366299,-0.00159715,0.640267,0.0599217,-0.0487079,0.825117
8,2.66667,0.0,0.5,0.0115417,0.0089118,0.0742072,0.0223062,0.0103863,0.0882459,0.031542,0.00439827,0.109387,0.0393961,-0.0108909,0.135504,0.046001,-0.0383724,0.1633
9,0.0,5.33333,0.5,-0.0237454,0.0206766,0.159699,-0.0384886,0.0305397,0.316632,-0.0470919,0.0262753,0.518779,-0.0475934,0.00487825,0.758847,-0.036082,-0.0379981,1.03777
11,2.66667,5.33333,0.5,-0.0103336,0.0329225,0.208831,-0.0108168,0.054078,0.359294,-0.00491245,0.0603935,0.555789,0.00937079,0.0474127,0.786932,0.0358855,0.0087526,1.05011
13,0.0,8.0,0.5,-0.0434395,0.0292613,0.121683,-0.0807706,0.0448436,0.235679,-0.114829,0.0446116,0.422843,-0.141337,0.026126,0.673189,-0.153562,-0.0147622,0.987818
15,2.66667,8.0,0.5,-0.02354,0.0427733,0.138259,-0.0413322,0.0727463,0.217695,-0.0565115,0.0883655,0.369142,-0.0647578,0.0858811,0.578187,-0.0596169,0.0593646,0.842511
17,0.0,10.6667,0.5,-0.0589906,0.0639254,0.0424305,-0.117092,0.111595,0.0641152,-0.17716,0.1426,0.184771,-0.232778,0.15547,0.39194,-0.274647,0.146942,0.686797
19,2.66667,10.6667,0.5,-0.0337939,0.0662776,0.0302842,-0.0684242,0.116417,-0.00451999,-0.106813,0.15134,0.0578494,-0.142588,0.1688,0.200189,-0.166995,0.164212,0.420455
21,0.0,13.3333,0.5,-0.0568969,0.0969784,-0.0423095,-0.11725,0.176023,-0.123284,-0.184549,0.238423,-0.0808022,-0.251006,0.283591,0.0698561,-0.305298,0.309201,0.330248
23,2.66667,13.3333,0.5,-0.0316285,0.089464,-0.0617987,-0.068642,0.160378,-0.199529,-0.11456,0.215596,-0.217005,-0.161832,0.253948,-0.13508,-0.199938,0.271914,0.0445541
25,0.0,16.0,0.5,-0.0298204,0.133747,-0.127229,-0.0658525,0.247572,-0.315706,-0.112903,0.344448,-0.358612,-0.162669,0.424762,-0.274546,-0.202303,0.487424,-0.0607005
27,2.66667,16.0,0.5,-0.0156891,0.114589,-0.149377,-0.0393214,0.207974,-0.388606,-0.0757354,0.284926,-0.485846,-0.117091,0.345271,-0.466804,-0.151674,0.386585,-0.332606
29,0.0,18.6667,0.5,-0.00189974,0.118692,-0.210328,-0.0115051,0.215007,-0.504425,-0.0352401,0.293729,-0.631017,-0.0647924,0.356302,-0.613946,-0.0861407,0.403219,-0.449137
31,2.66667,18.6667,0.5,0.000925378,0.108085,-0.240339,-0.00728843,0.191439,-0.584682,-0.0311597,0.256862,-0.765105,-0.0631537,0.30511,-0.814359,-0.0908811,0.334888,-0.733718
33,0.0,21.3333,0.5,0.00411546,0.108705,-0.292741,-4.42152e-05,0.191889,-0.6954,-0.0209593,0.255905,-0.912059,-0.0509023,0.302867,-0.974271,-0.0751949,0.334714,-0.877201
35,2.66667,21.3333,0.5,0.00625636,0.103471,-0.340469,0.00263482,0.177454,-0.801893,-0.0194244,0.23098,-1.07918,-0.0532401,0.265484,-1.21443,-0.0862744,0.280532,-1.21017
37,0.0,24.0,0.5,0.00335183,0.0989313,-0.374918,-0.00148867,0.168469,-0.889357,-0.0255279,0.216365,-1.20329,-0.0623369,0.244621,-1.35953,-0.097478,0.255471,-1.35498
39,2.66667,24.0,0.5,0.00443301,0.100285,-0.4486,-0.00152229,0.165051,-1.03833,-0.0288103,0.205581,-1.42585,-0.0721682,0.22344,-1.66518,-0.11958,0.218185,-1.76209
41,0.0,26.6667,0.5,-0.00221372,0.0908195,-0.456811,-0.012064,0.147403,-1.08611,-0.0435927,0.178739,-1.50456,-0.0925808,0.185874,-1.76915,-0.146063,0.169735,-1.88114
43,2.66667,26.6667,0.5,-0.00181464,0.0957042,-0.55937,-0.0144361,0.149031,-1.28341,-0.0514323,0.173471,-1.7897,-0.109548,0.170113,-2.14612,-0.178134,0.137341,-2.36354
45,0.0,29.3333,0.5,-0.0136687,0.0805673,-0.53795,-0.0345708,0.121031,-1.28414,-0.0800553,0.131567,-1.81299,-0.148821,0.111688,-2.19711,-0.230459,0.0595978,-2.4436
47,2.66667,29.3333,0.5,-0.0144728,0.0924348,-0.670318,-0.040743,0.135008,-1.53244,-0.0948886,0.143168,-2.16418,-0.175962,0.117063,-2.64768,-0.275374,0.0530006,-2.99977
49,0.0,32.0,0.5,-0.0390601,0.0691288,-0.612654,-0.0852787,0.0912274,-1.47126,-0.159392,0.0774993,-2.10906,-0.263226,0.0258135,-2.61353,-0.389211,-0.068755,-2.99724
51,2.66667,32.0,0.5,-0.0365333,0.0867229,-0.785672,-0.0877084,0.11547,-1.79249,-0.17128,0.103497,-2.55771,-0.288024,0.04995,-3.17638,-0.431279,-0.0511219,-3.67068
53,0.0,34.6667,0.5,-0.0661834,0.0817239,-0.646958,-0.137912,0.110572,-1.58088,-0.239961,0.0985793,-2.29343,-0.377355,0.0430244,-2.88507,-0.544886,-0.0627172,-3.37327
55,2.66667,34.6667,0.5,-0.0606685,0.100592,-0.855028,-0.137272,0.139036,-1.96411,-0.249398,0.13358,-2.82343,-0.399187,0.0827882,-3.53944,-0.581255,-0.0207321,-4.13932
57,0.0,37.3333,0.5,-0.0825254,0.093152,-0.603128,-0.164159,0.129517,-1.53196,-0.274689,0.121604,-2.23662,-0.42234,0.0675914,-2.82903,-0.603212,-0.0385765,-3.33147
59,2.66667,37.3333,0.5,-0.0781351,0.113101,-0.82546,-0.167591,0.164151,-1.93926,-0.291824,0.171383,-2.79754,-0.455208,0.133567,-3.51767,-0.653147,0.0432868,-4.13184
61,0.0,40.0,0.5,-0.0925687,0.102515,-0.471909,-0.168672,0.143918,-1.30748,-0.265797,0.136282,-1.91652,-0.397073,0.0793151,-2.42194,-0.560158,-0.0312402,-2.85071
63,2.66667,40.0,0.5,-0.0899731,0.123657,-0.701639,-0.178337,0.183067,-1.728,-0.295791,0.195819,-2.49611,-0.451182,0.161857,-3.13419,-0.641231,0.0752332,-3.67926
65,5.33333,2.66667,0.5,0.0127805,0.0327546,0.160192,0.0308861,0.0507874,0.204153,0.0515399,0.0542156,0.281296,0.0757727,0.0394722,0.382605,0.105522,0.000421629,0.502457
66,5.33333,0.0,0.5,0.0236819,0.0209738,0.0625527,0.0417981,0.0307982,0.00312945,0.0539462,0.031364,-0.0383549,0.0616412,0.0201452,-0.0642743,0.0661698,-0.00752543,-0.0799431
69,5.33333,5.33333,0.5,0.00553709,0.0441788,0.172319,0.0185411,0.0738518,0.234077,0.0355609,0.0886985,0.347517,0.0588669,0.0846272,0.498351,0.0922222,0.0547744,0.681074
